id,escalated_property,escalated_holistic,A_Sentential,A_Normative,A_Referential,A_Process,A_Data,A_Human,A_Atomicity,B_Sentential,B_Normative,B_Referential,B_Process,B_Data,B_Human,B_Atomicity,M_Sentential,M_Normative,M_Referential,M_Process,M_Data,M_Human,M_Atomicity,A3_Completeness,A3_SelfSufficiency,A3_Atomicity3,M3_Completeness,M3_SelfSufficiency,M3_Atomicity3,Ah_Verdict,Mh_Verdict,A1_verdict,A2_verdict,A3_verdict,A4_verdict,A3_check_failed,A3_check_failures,A4_check_failed,A4_check_failures
418,1,0,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch
419,1,1,Complete,Y,Incomplete,Dependent,Independent,Dependent,,Complete,Y,Incomplete,Independent,Independent,Dependent,Compound,Complete,Y,Incomplete,Independent,Independent,Dependent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch;selfsuff_mismatch;LT4_gate
420,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,1,holistic_vs_three;three_vs_seven
421,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
422,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
423,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
424,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
425,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
426,1,1,Complete,Compound,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Independent,Independent,,Complete,Y,Complete,Dependent,Independent,Independent,,Incomplete,No,,Complete,No,,No,No,No,No,No,No,0,,0,
427,1,1,Complete,Compound,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Independent,Independent,,Complete,Y,Complete,Dependent,Independent,Independent,,Incomplete,No,,Complete,No,,No,No,No,No,No,No,0,,0,
428,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,0,
429,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch;LT4_gate
430,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
431,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
432,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
433,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
434,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
435,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
436,1,0,Complete,Y,Incomplete,Dependent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch
437,1,0,Complete,Y,Incomplete,Dependent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,0,
438,1,1,Complete,Compound,Complete,Dependent,Independent,Dependent,,Complete,Y,Complete,Dependent,Independent,Independent,,Complete,Y,Complete,Dependent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;selfsuff_mismatch
439,0,1,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;three_vs_seven,1,holistic_vs_seven;three_vs_seven
440,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
441,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
442,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
443,1,0,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
444,1,0,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_seven;holistic_vs_three
445,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
446,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;three_vs_seven
447,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
448,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
449,1,1,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,Yes,No,No,No,No,0,,1,holistic_vs_seven;holistic_vs_three
450,1,1,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;LT4_gate,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch
451,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
452,1,1,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;LT4_gate,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch
453,1,0,Complete,Y,Complete,Dependent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,No,,Complete,No,,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three;LT4_gate
454,1,1,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Complete,No,,Complete,No,,Yes,No,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch,1,LT4_gate
455,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
456,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Compound,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
457,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Complete,Independent,Dependent,Independent,Compound,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch
458,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
459,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
460,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
461,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,No,Yes,No,0,,1,holistic_vs_seven;three_vs_seven
462,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
463,1,1,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Complete,Y,Complete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Complete,No,,Complete,No,,No,Yes,No,No,No,No,1,LT4_gate,1,holistic_vs_seven;holistic_vs_three;LT4_gate
464,1,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
465,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
466,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
467,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
468,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
469,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
470,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
471,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
472,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
473,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
474,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
475,0,0,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
476,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
477,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
478,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
479,0,0,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;three_vs_seven;selfsuff_mismatch;LT4_gate
480,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Independent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch;selfsuff_mismatch;LT4_gate
481,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
482,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,1,selfsuff_mismatch
483,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,1,selfsuff_mismatch
484,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,No,Yes,No,0,,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
485,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
486,0,1,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,No,Yes,Yes,Yes,Yes,0,,1,holistic_vs_seven;holistic_vs_three
487,1,0,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,1,selfsuff_mismatch
